Model_Name,Year,Km_Driven,Fuel_Type,Transmission,Ownership,Engine_CC,Seats,resale_price
XUV500 W9 [2018-2020],2018,58590,Diesel,Manual,1,2179,7,1115000
i10 Era,2009,59000,Petrol,Manual,2,1086,5,130000
Swift VXi,2013,47000,Petrol,Manual,1,1197,5,299000
i20 Magna 1.2,2014,40000,Petrol,Manual,1,1197,5,300000
Superb Sportline AT,2021,13092,Petrol,Automatic,1,1984,5,3325000
A4 35 TDI Premium,2016,57057,Diesel,Automatic,1,1968,5,1950000
Swift DZire VDI,2015,90000,Diesel,Manual,1,1248,5,500000
i20 Active 1.2 SX,2015,45000,Petrol,Manual,1,1197,5,595000
Celerio X Zxi AMT [2017-2019],2018,44000,Petrol,Automatic,1,998,5,484999
Thar LX 4-STR Convertible Diesel MT,2021,17000,Diesel,Manual,1,2184,4,1700000
Wagon R VXi 1.2,2019,50860,Petrol,Manual,1,1197,5,579000
Endeavour Titanium 2.0 4x2 AT,2020,20000,Diesel,Automatic,1,1996,7,3800000
Fortuner 2.8 4x2 AT [2016-2020],2018,51000,Diesel,Automatic,1,2755,7,3290000
C-Class C 220d Progressive [2018-2019],2018,24000,Diesel,Automatic,1,1950,5,4250000
Baleno Delta 1.2,2017,34908,Petrol,Manual,1,1197,5,535000
Duster 110 PS RXL 4X2 AMT [2016-2017],2017,67000,Diesel,Automatic,1,1461,5,775000
Celerio VXi AMT,2014,19000,Petrol,Automatic,2,998,5,345000
Octavia RS,2019,30600,Petrol,Automatic,1,1984,5,3400000
5-Series 520d Luxury Line [2017-2019],2018,49500,Diesel,Automatic,1,1995,5,4500000
Jazz V Petrol,2016,18800,Petrol,Manual,1,1199,5,525000
Elite i20 Asta 1.2 [2016-2017],2016,100000,Petrol,Manual,1,1197,5,650000
Creta 1.6 SX Plus AT Petrol,2017,50050,Petrol,Automatic,1,1591,5,1074000
Creta 1.6 SX,2021,14000,Diesel,Manual,1,1582,5,1750000
Terrano XL D Plus,2014,55000,Diesel,Manual,2,1461,5,590000
Mustang GT Fastback 5.0L v8,2018,23000,Petrol,Automatic,1,4951,4,7990000
Creta SX (O) 1.5 Diesel [2020-2022],2020,35000,Diesel,Manual,1,1493,5,1725000
Celerio ZXi AMT [2019-2020],2019,20734,Petrol,Automatic,1,998,5,630000
CLS 300d [2018-2019],2020,15200,Diesel,Automatic,1,1950,5,6975000
Fortuner 3.0 4x2 MT,2013,83000,Diesel,Manual,1,2982,7,1375000
Amaze 1.5 S i-DTEC,2014,75000,Diesel,Manual,1,1498,5,425000
Innova 2.8 GX AT 8 STR [2016-2020],2019,42794,Diesel,Automatic,1,2755,8,2196000
V-Class Elite LWB,2020,40000,Diesel,Automatic,1,1950,6,6300000
Alto LXi BS-III,2008,41000,Petrol,Manual,1,796,5,200000
City 1.5 S MT,2009,72256,Petrol,Manual,1,1497,5,250000
A3 35 TDI Premium Plus + Sunroof,2018,17300,Diesel,Automatic,1,1968,5,2950000
Scorpio S6 Plus Intelli-Hybrid,2017,68000,Diesel,Manual,1,2179,8,985000
Venue S 1.0 AT Petrol [2019-2020],2019,43600,Petrol,Automatic,1,998,5,750000
Wagon R VXi (O),2018,43000,Petrol,Manual,1,998,5,450000
Vitara Brezza VXi,2021,17283,Petrol,Manual,1,1462,5,849000
Swift DZire VXI,2014,59000,Petrol,Manual,1,1197,5,430000
Ertiga VDI SHVS,2017,88000,Diesel,Manual,1,1248,7,740000
CLA 200 Petrol Sport,2015,19000,Petrol,Automatic,1,1991,5,1975000
X7 xDrive40i M Sport,2021,9500,Petrol,Automatic,1,2998,6,12500000
Creta SX 1.6 AT Petrol,2018,36000,Petrol,Automatic,1,1591,5,1260000
Kwid RXT [2015-2019],2017,32000,Petrol,Manual,1,799,5,250000
Verna SX (O) AT Anniversary Edition 1.6 VTVT,2018,53300,Petrol,Automatic,1,1591,5,975000
A4 Premium Plus 40 TFSI,2022,1,Petrol,Automatic,0,1984,5,4151000
X1 sDrive20d,2020,32005,Diesel,Automatic,2,1995,5,3250000
Endeavour Titanium 3.2 4x4 AT,2018,35000,Diesel,Automatic,1,3198,7,3450000
X3 xDrive30i M Sport,2022,18223,Petrol,Automatic,1,1998,5,6680000
TUV300 T8,2016,92000,Diesel,Manual,2,1493,7,600000
Elantra 2.0 SX (O) AT,2019,22000,Petrol,Automatic,2,1999,5,1465000
Verna Fluidic 1.6 VTVT SX,2014,62000,Petrol,Manual,1,1591,5,475000
Kiger RXZ AMT,2022,4000,Petrol,Automatic,2,999,5,1000000
Innova 2.8 ZX AT 7 STR [2016-2020],2016,72000,Diesel,Automatic,1,2755,7,1850000
Ciaz ZXI+,2015,60798,Petrol,Manual,1,1373,5,570000
Verna 1.6 VTVT SX AT,2016,20000,Petrol,Automatic,1,1591,5,770000
City V CVT Petrol [2017-2019],2019,18000,Petrol,Automatic,1,1497,5,1040000
Scorpio SLE BS-IV,2014,78000,Diesel,Manual,2,2179,8,675000
Swift DZire VXI,2014,52000,Petrol,Manual,1,1197,5,450000
Swift ZXi,2022,10000,Petrol,Manual,1,1197,5,800000
Safari 2.2 VX 4x2 Varicor400,2021,32000,Diesel,Manual,1,2179,7,2200000
XUV500 W10,2015,138000,Diesel,Manual,1,2179,7,1075000
DZire LDi,2018,84500,Diesel,Manual,3,1248,5,560000
Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],2016,47000,Petrol,Manual,2,1197,5,450000
S90 Momentum D4 [2018-2020],2018,20000,Diesel,Automatic,1,1969,5,4175000
Cooper JCW Hatchback,2022,0,Petrol,Automatic,0,1998,4,5200000
Verna EX 1.6 CRDi [2017-2018],2018,73000,Diesel,Manual,1,1582,5,810000
S-Class S 500,2011,72000,Petrol,Automatic,1,4663,4,1875000
Jazz S AT [2015-2016],2015,42000,Petrol,Automatic,1,1198,5,520000
GLE 300d 4MATIC LWB,2021,9000,Diesel,Automatic,1,1950,5,8900000
Panamera 3.0 Diesel,2015,33000,Diesel,Automatic,1,,,5590000
Swift VDi,2015,36528,Diesel,Manual,3,1248,5,425000
Swift VXi,2012,30000,Petrol,Manual,1,1197,5,325000
Hector Sharp 1.5 DCT Petrol [2019-2020],2021,17000,Petrol,Automatic,1,1451,5,1889999
XC60 Inscription,2016,79000,Diesel,Automatic,1,2400,5,1950000
X3 xDrive-20d xLine,2019,15087,Diesel,Automatic,1,1995,5,5300000
Scorpio S2,2018,41000,Diesel,Manual,1,2523,8,950000
XC90 D5 Inscription,2021,32500,Diesel,Automatic,1,1969,7,8500000
A6 35 TDI Matrix,2015,61000,Diesel,Automatic,2,1968,5,1975000
GLE 250 d,2017,85000,Diesel,Automatic,1,2143,5,4200000
C-Class C 220d Progressive [2018-2019],2019,55000,Diesel,Automatic,2,1950,5,3500000
Kwid CLIMBER 1.0 [2017-2019],2017,45000,Petrol,Manual,0,999,5,375000
GLA 200 d Sport,2016,58000,Diesel,Automatic,1,2143,5,1825000
Thar LX 4-STR Hard Top Petrol AT,2021,4400,Petrol,Automatic,1,1997,4,1710000
Celerio VXi AMT,2014,35000,Petrol,Automatic,1,998,5,375000
Alto 800 Vxi,2016,22346,Petrol,Manual,1,796,5,285000
Thar AX 6-STR Soft Top Petrol MT,2021,23280,Petrol,Manual,2,1997,6,1850000
Ertiga ZDi,2013,72000,Diesel,Manual,1,1248,7,621000
Pajero 2.5 AT,2016,82000,Diesel,Automatic,1,2477,7,1475000
Fortuner 3.0 4x2 AT,2015,86000,Diesel,Automatic,2,2982,7,1800000
Grand i10 Magna 1.2 Kappa VTVT [2013-2016],2018,38000,Petrol,Manual,1,1197,5,399000
Creta 1.6 SX Plus Special Edition,2015,138314,Diesel,Manual,1,1582,5,890000
Verna Fluidic 1.6 VTVT SX Opt AT,2021,9900,Petrol,Automatic,1,1591,5,1325000
C-Class 220 CDI AT,2022,12500,Diesel,Automatic,0,2148,5,5300000
E-Class E 220d Expression [2019-2019],2018,51529,Diesel,Automatic,1,1950,5,4775000
Quanto C4,2013,60000,Diesel,Manual,1,1493,7,249000
Celerio VXi (O) [2019-2020],2019,48000,Petrol,Manual,1,998,5,509999
Compass Limited 2.0 Diesel 4x4 [2017-2020],2018,90000,Diesel,Manual,1,1956,5,1450000
S-Cross Delta 1.6,2017,63000,Diesel,Manual,1,1598,5,640000
Celerio LDi [2015-2017],2017,65822,Diesel,Manual,1,793,5,299000
Wagon R Duo LXi LPG,2009,102000,LPG,Manual,1,1061,5,195000
S-Class 350 CDI L,2011,72100,Diesel,Automatic,2,2987,5,1495000
Cayenne Base,2021,7534,Petrol,Automatic,0,2995,5,14900000
Etios Liva G,2013,34000,Petrol,Manual,1,1197,5,350000
Innova 2.4 VX 7 STR [2016-2020],2017,75000,Diesel,Manual,2,2393,7,1421000
Jazz V AT Petrol,2017,99000,Petrol,Automatic,1,1199,5,595000
Swift DZire VDI,2013,42000,Diesel,Manual,1,1248,5,351000
SX4 VXi,2012,118000,Petrol,Manual,1,1586,5,325000
XUV500 W8 AWD,2017,78000,Diesel,Manual,1,2179,7,975000
Ciaz Delta Hybrid 1.5 [2018-2020],2019,44000,Petrol,Manual,1,1462,5,825000
Hexa XT 4x2 6 STR,2017,88757,Diesel,Manual,2,2179,6,1050000
Q3 30 TDI Premium FWD,2017,85000,Diesel,Automatic,2,1968,5,1970000
2 Series Gran Coupe 220d M Sport [2020-2021],2020,12136,Diesel,Automatic,1,1995,5,4100000
Alto VXI,2019,2200,Petrol,Manual,1,,,385000
A4 35 TDI Premium Sunroof,2015,49000,Diesel,Automatic,1,1968,5,1525000
A-Class Sedan 200,2021,6000,Petrol,Automatic,1,1332,5,4150000
Vitara Brezza ZDi Plus,2017,64000,Diesel,Manual,1,1248,5,725000
Corolla Altis 1.8 G,2011,109000,Petrol,Manual,2,1794,5,340000
Baleno Delta 1.2,2018,32000,Petrol,Manual,1,1197,5,650000
Swift Lxi (O) [2014-2017],2019,13000,Petrol,Manual,1,1197,5,570000
Innova 2.5 E,2008,90000,Diesel,Manual,4,2494,8,160000
Scorpio S5 2WD 7 STR,2020,35000,Diesel,Manual,1,2179,7,1220000
XUV500 W4 1.99,2017,112000,Diesel,Manual,1,1997,7,800000
Baleno Zeta 1.2 AT,2017,40000,Petrol,Automatic,1,1197,5,660000
WR-V VX MT Petrol,2017,53580,Petrol,Manual,1,1199,5,575000
Quanto C8,2013,51500,Diesel,Manual,2,1493,7,240000
City V Petrol,2019,22000,Petrol,Manual,1,1497,5,950000
Kwid RXT [2015-2019],2017,23700,Petrol,Manual,1,799,5,419000
Swift DZire VXI AT,2017,48069,Petrol,Automatic,1,1197,5,750000
A4 35 TDI Premium Plus,2019,48000,Diesel,Automatic,1,1968,5,3400000
Octavia Elegance 2.0 TDI AT,2015,47981,Diesel,Automatic,1,1968,5,1160000
Alcazar Platinum 7 STR 1.5 Diesel,2021,26000,Diesel,Manual,1,1493,7,1750000
Seltos HTK Plus AT 1.5 Diesel [2020-2021],2020,63000,Diesel,Automatic,1,1493,5,1575000
Fortuner 2.8 4x2 AT [2016-2020],2019,71500,Diesel,Automatic,2,2755,7,2811000
Grand i10 Asta 1.2 Kappa VTVT [2013-2016],2016,16630,Petrol,Manual,1,1197,5,475000
A6 35 TDI Matrix,2018,36000,Diesel,Automatic,1,1968,5,4351000
City VX Petrol [2017-2019],2017,47255,Petrol,Manual,1,1497,5,850000
XUV500 W5 [2018-2020],2018,50000,Diesel,Manual,1,2179,7,1095000
5-Series 530d M Sport,2021,18703,Diesel,Automatic,1,2993,5,7700000
A6 Technology 45 TFSI,2021,7935,Petrol,Automatic,0,1984,5,5800000
Creta SX 1.5 Petrol CVT [2020-2022],2022,9355,Petrol,Automatic,1,1497,5,1925000
Kwid RXL [2015-2019],2018,34800,Petrol,Manual,1,799,5,305000
Terrano XL D Plus,2013,72000,Diesel,Manual,2,1461,5,385000
Rapid Elegance 1.6 TDI CR MT,2012,86288,Diesel,Manual,1,1598,5,500000
Jazz V Petrol,2017,24003,Petrol,Manual,1,1199,5,655000
Nexon XZ Plus Diesel,2017,28000,Diesel,Manual,1,1497,5,925000
Elite i20 Asta 1.4 CRDI,2017,65000,Diesel,Manual,1,1396,5,690000
XUV500 W11,2019,75000,Diesel,Manual,1,2179,7,1500000
Ertiga ZDi,2015,45000,Diesel,Manual,2,1248,7,625000
Verna 1.6 CRDI SX (O),2018,71000,Diesel,Manual,2,1582,5,844999
BR-V V CVT Petrol,2018,54000,Petrol,Automatic,1,1497,7,745000
TUV300 T6 Plus AMT,2015,49776,Diesel,Automatic,1,1493,7,650000
Vitara Brezza VDi (O) [2016-2018],2017,61000,Diesel,Manual,1,1248,5,640000
V40 D3 R-Design,2017,68000,Diesel,Automatic,2,1984,5,2050000
Celerio VXi AMT,2014,47884,Petrol,Automatic,1,998,5,395000
Octavia 1.8 TSI Style Plus AT [2017],2017,56000,Petrol,Automatic,1,1798,5,1390000
City 1.5 V MT,2010,58424,Petrol,Manual,1,1497,5,365000
Xcent S 1.1 CRDi Special Edition,2017,55000,Diesel,Manual,1,1120,5,451000
Zen LX,1996,100000,Petrol + LPG,Manual,2,,,130000
Innova 2.8 ZX AT 7 STR [2016-2020],2017,45000,Diesel,Automatic,1,2755,7,2150000
Ritz Ldi BS-IV,2011,75000,Diesel,Manual,1,1248,5,195000
Rapid 1.6 MPI Active,2018,47000,Petrol,Manual,1,1598,5,880000
Verna Fluidic 1.6 VTVT SX Opt AT,2019,38000,Petrol,Automatic,1,1591,5,1180000
Alto 800 Lxi,2016,17000,Petrol,Manual,1,796,5,285000
X5 xDrive 30d,2020,20000,Diesel,Automatic,1,2993,7,7998999
Verna 1.6 CRDI SX,2018,925000,Diesel,Manual,1,1582,5,925000
Aspire Titanium1.5 TDCi [2018-2020],2019,35000,Diesel,Manual,1,1498,5,675000
Cooper D 5 Door,2015,34303,Diesel,Automatic,2,1496,5,2500000
A6 35 TDI Matrix,2019,34000,Diesel,Automatic,1,1968,5,3675000
Alcazar Signature (O) 7 Seater 1.5 Diesel AT,2022,8000,Diesel,Automatic,1,1493,7,2400000
Seltos HTK 1.5 Diesel [2020-2021],2020,27000,Diesel,Manual,1,1493,5,1300000
Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,2021,6600,Petrol,Automatic,1,1197,5,825000
Innova 2.5 GX BS IV 8 STR,2015,125000,Diesel,Manual,3,2494,8,899000
Alto 800 VXi,2021,13424,Petrol,Manual,1,796,5,409999
Alto 800 Lxi CNG,2015,78000,CNG,Manual,1,796,5,289000
Alto LXi,2011,69276,Petrol,Manual,1,998,5,280000
Verna SX (O) 1.6 CRDi,2017,31000,Diesel,Manual,1,1582,5,811999
5-Series 530d M Sport [2017-2019],2017,33000,Diesel,Automatic,2,2993,4,5400000
Wagon R LXi,2012,54000,Petrol,Manual,1,998,5,220000
Polo Highline1.5L (D),2014,54000,Diesel,Manual,1,1498,5,625000
Vitara Brezza ZDi,2017,75000,Diesel,Manual,1,1248,5,725000
X3 20d M Sport,2017,63651,Diesel,Automatic,1,1995,5,4195000
Q3 35 TDI Premium Plus + Sunroof,2014,71796,Diesel,Automatic,3,1968,5,1450000
Terrano XE (D),2014,74000,Diesel,Manual,2,1461,5,425000
Eon Sportz,2013,82461,Petrol,Manual,1,814,5,250000
DZire VDi,2018,66000,Diesel,Manual,1,1248,5,800000
Scorpio S10,2015,87000,Diesel,Manual,1,2179,8,875000
GLA 200 d Sport,2016,61109,Diesel,Automatic,2,2143,5,2275000
Tiago NRG Petrol,2019,32000,Petrol,Manual,1,1199,5,525000
S-Class S 450,2021,6600,Petrol,Automatic,1,2996,5,20000000
Thar LX 4-STR Hard Top Petrol MT,2021,14000,Petrol,Manual,1,1997,4,1520000
i10 Magna,2009,135797,Petrol,Manual,2,1086,5,170000
Endeavour Titanium Plus 3.2 4x4 AT,2019,42475,Diesel,Automatic,1,3198,7,3300000
Celerio ZXi AMT [2017-2019],2018,27239,Petrol,Automatic,1,998,5,575000
Spark LS 1.0 BS-III,2013,66000,Petrol,Manual,1,995,5,190000
Grand i10 NIOS Sportz 1.2 Kappa VTVT,2022,2272,Petrol,Manual,1,1197,5,755000
CR-V 2.0L 2WD AT,2015,50000,Petrol,Automatic,1,1997,5,1130000
Alto VXI,2019,17491,Petrol,Manual,1,,,316000
Swift DZire LXI,2017,38674,Petrol,Manual,1,1197,5,610000
Q3 35 TDI Premium Plus + Sunroof,2016,40000,Diesel,Automatic,1,1968,5,1875000
Alto 800 Lxi CNG,2021,14000,CNG,Manual,1,796,5,480000
Kwid 1.0 RXL [2017-2019],2019,32000,Petrol,Manual,1,999,5,365000
i20 Magna 1.2,2012,72000,Petrol,Manual,3,,,250000
Ecosport Titanium+ 1.5L TDCi,2017,82000,Diesel,Manual,1,1498,5,745000
B-class B180 Sports,2013,52000,Petrol,Automatic,2,1595,5,1150000
ZS EV Exclusive [2020-2021],2020,38500,Electric,Automatic,1,,5,2100000
Xcent SX 1.1 CRDi (O),2014,56000,Diesel,Manual,3,1120,5,200000
City VX CVT,2016,42000,Petrol,Automatic,1,1497,5,775000
Creta SX Plus 1.6  Petrol,2016,57983,Petrol,Manual,1,1591,5,860000
A3 35 TFSI Premium Plus,2018,15600,Petrol,Automatic,1,1395,5,2089999
Verna 1.6 CRDI SX,2019,26000,Diesel,Manual,1,1582,5,1100000
S-Class S 350D [2018-2020],2021,5000,Diesel,Automatic,0,2925,5,18500000
Swift DZire VDI,2011,90000,Diesel,Manual,2,1248,5,260000
E-Class E 250 CDI Avantgarde,2016,43323,Diesel,Automatic,2,2143,5,2690000
Octavia 2.0 TDI L&K,2020,94182,Diesel,Automatic,1,1968,5,1400000
Santro Sportz [2018-2020],2022,3395,Petrol,Manual,1,1086,5,515000
Ertiga VDi,2014,53213,Diesel,Manual,1,1248,7,600000
Endeavour Titanium 3.2 4x4 AT,2017,93000,Diesel,Automatic,1,3198,7,2000000
XE Prestige Diesel,2018,45000,Diesel,Automatic,1,1999,5,2850000
Fortuner 2.8 4x4 AT [2016-2020],2017,110000,Diesel,Automatic,1,2755,7,3200000
Corolla Altis GL Petrol,2016,70000,Petrol,Manual,1,1798,5,1075000
Altroz XT Petrol,2020,40000,Petrol,Manual,1,1199,5,575000
XC40 D4 R-Design,2018,52000,Diesel,Automatic,1,1969,5,3950000
Ciaz Delta Hybrid 1.5 [2018-2020],2019,6200,Petrol,Manual,1,1462,5,750000
WR-V VX MT Diesel,2017,75650,Diesel,Manual,1,1498,5,755000
i10 Sportz 1.2,2010,60000,Petrol,Manual,3,1197,5,190000
Swift DZire VDI,2014,89000,Diesel,Manual,1,1248,5,425000
Cayenne 3.2 V6 Petrol,2014,43000,Petrol,Automatic,2,,,3600000
Alto 800 Lxi CNG,2019,56000,CNG,Manual,1,796,5,390000
Verna 1.6 CRDI SX,2017,57000,Diesel,Manual,2,1582,5,855000
Eon Era +,2012,56000,Petrol,Manual,1,814,5,225000
A6 35 TDI Matrix,2016,60000,Diesel,Automatic,1,1968,5,2425000
Scorpio S9 2WD 7 STR,2019,61805,Diesel,Manual,1,2179,7,1270000
Wagon R LXI CNG (O),2014,58000,CNG,Manual,2,998,5,325000
Nexon XM,2019,33000,Petrol,Manual,1,1198,5,750000
City CVT,2008,70000,Petrol,Automatic,2,1497,5,185000
Celerio ZXi AMT [2019-2020],2014,48000,Petrol,Automatic,1,998,5,450000
Hector Sharp 2.0 Diesel [2019-2020],2020,12400,Diesel,Manual,1,1956,5,1710000
Bolero Power Plus ZLX [2016-2019],2017,92000,Diesel,Manual,1,1493,7,665000
Creta 1.6 SX (O),2015,64000,Diesel,Manual,1,1582,5,871000
Wagon R LXI CNG (O),2021,18000,CNG,Manual,1,998,5,625000
KUV100 K6 D 6 STR [2016-2017],2016,53376,Diesel,Manual,1,1198,6,495000
City V Diesel,2016,70000,Diesel,Manual,1,1498,5,600000
Bolero Power Plus ZLX,2019,70000,Diesel,Manual,2,1493,7,875000
Verna Fluidic 1.6 CRDi SX,2014,65123,Diesel,Manual,1,1582,5,595000
Amaze 1.2 S i-VTEC,2014,58600,Petrol,Manual,1,1198,5,425000
Venue SX (O) 1.0 Turbo iMT,2021,7500,Petrol,Manual,1,998,5,1050000
Creta SX 1.6 CRDi,2019,39000,Diesel,Manual,1,1582,5,1299000
i10 Magna,2009,23000,Petrol,Manual,1,1086,5,175000
XL6 Zeta MT Petrol,2019,27900,Petrol,Manual,1,1462,6,994999
Ertiga VXI CNG,2019,42000,CNG,Manual,1,1373,7,1025000
X5 xDrive 30d,2016,27011,Diesel,Automatic,2,2993,7,4175000
Kwid 1.0 RXT [2016-2019],2016,122000,Petrol,Manual,1,999,5,265000
Baleno Sigma 1.2,2015,48000,Petrol,Manual,1,1197,5,475000
Elite i20 Sportz 1.2 (O),2018,9000,Petrol,Manual,1,1197,5,660000
Kwid 1.0 RXT AMT Opt,2019,32000,Petrol,Automatic,1,999,5,490000
Innova 2.7 GX AT 7 STR [2016-2020],2018,54000,Petrol,Automatic,1,2694,7,1950000
Sunny XL,2012,57000,Petrol,Manual,1,1498,5,315000
GLE 250 d,2017,90000,Diesel,Automatic,1,2143,5,4190000
Brio S MT,2016,49000,Petrol,Manual,1,1198,5,341000
Vitara Brezza ZDi Plus,2018,71000,Diesel,Manual,2,1248,5,950000
Swift VXi,2014,20000,Petrol,Manual,2,1197,5,409999
Wagon R LXi,2012,12300,Petrol,Manual,1,998,5,290000
Ciaz Zeta 1.3 Hybrid,2021,5000,Diesel,Manual,1,1248,5,1050000
Swift VXi,2013,68000,Petrol,Manual,1,1197,5,365000
CLA 200 D Urban Sport,2019,17000,Diesel,Automatic,1,2143,5,3100000
Thar LX 4-STR Hard Top Diesel AT,2022,15000,Diesel,Automatic,1,2184,4,1875000
Discovery Sport HSE Petrol 7-Seater,2019,24444,Petrol,Automatic,2,1999,7,5100000
Ecosport Titanium 1.5 TDCi,2015,43000,Diesel,Manual,1,1498,5,595000
E-Class E 220d Exclusive [2019-2019],2020,18000,Diesel,Automatic,1,1950,5,5200000
Range Rover Sport SDV6 SE,2014,82000,Diesel,Automatic,1,2993,5,6000000
GLE 250 d,2019,57000,Diesel,Automatic,1,2143,5,5775000
C-Class C200 Progressive,2021,2610,Petrol,Automatic,1,1991,5,4975000
Ciaz VDi+ SHVS,2017,92000,Diesel,Manual,2,1248,5,650000
Ignis Zeta 1.2 AMT,2017,40879,Petrol,Automatic,1,1197,5,521000
Ecosport Titanium 1.5L TDCi,2016,80000,Diesel,Manual,1,1498,5,570000
GLC 220d 4MATIC Progressive,2022,5500,Diesel,Automatic,0,1950,5,8100000
Ritz Ldi BS-IV,2011,89000,Diesel,Manual,2,1248,5,160000
X5 xDrive 30d M Sport,2017,68690,Diesel,Automatic,1,2993,5,5500000
Wagon R VXi 1.0 [2019-2019],2018,50000,Petrol,Manual,0,,5,420000
Kwid 1.0 RXT [2016-2019],2018,19000,Petrol,Manual,1,999,5,299000
Rapid Ambition 1.6 TDI CR MT,2012,130000,Diesel,Manual,1,1598,5,350000
Swift DZire VDI,2017,35000,Diesel,Manual,1,1248,5,575000
Brio VX AT,2013,64418,Petrol,Automatic,2,1198,5,335000
Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],2019,10265,Petrol,Manual,1,1197,5,480000
Wagon R LXi 1.0 CNG,2021,15000,CNG,Manual,1,998,5,675000
Fiesta Titanium Diesel,2012,85000,Diesel,Manual,1,1498,5,350000
GLA 200 d Style,2018,90000,Diesel,Automatic,2,2143,5,2500000
Wagon R LXi CNG,2013,89000,CNG,Manual,1,998,5,260000
Wagon R LXI CNG,2017,43000,CNG,Manual,1,998,5,400000
Fortuner 2.8 4x4 AT [2016-2020],2017,219000,Diesel,Automatic,2,2755,7,2750000
Innova 2.0 G1 BS-IV,2010,261236,Petrol,Manual,1,1998,8,555000
Vitara Brezza ZDi Plus,2017,50000,Diesel,Manual,1,1248,5,790000
Alto 800 Std,2014,48000,Petrol,Manual,3,796,5,180000
Xcent SX 1.1 CRDi,2019,39000,Diesel,Manual,1,1120,5,551000
Vitara Brezza VDi,2018,33030,Diesel,Manual,1,1248,5,860000
City 1.5 E MT,2013,86000,Petrol,Manual,2,1497,5,375000
Ciaz Alpha 1.4 AT,2017,55000,Petrol,Automatic,1,1373,5,725000
Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],2017,35000,Petrol,Manual,1,1197,5,400000
Compass Limited (O) 1.4 Petrol DCT,2022,2000,Petrol,Automatic,1,1368,5,2275000
Compass Limited 2.0 Diesel [2017-2020],2018,90000,Diesel,Manual,1,1956,5,1250000
City 1.5 S MT,2012,96506,Petrol,Manual,2,1497,5,499000
Vento Highline Petrol AT,2014,88000,Petrol,Automatic,1,1598,5,399000
E-Class 280 CDI Elegance,2008,140987,Diesel,Automatic,2,2987,5,335000
Swift DZire VXI,2015,52000,Petrol,Manual,1,1197,5,450000
Celerio VXi AMT,2015,54443,Petrol,Automatic,1,998,5,409999
E-Class E 220d Exclusive [2019-2019],2020,9500,Diesel,Automatic,1,1950,5,6100000
X5 xDrive 30d,2018,75000,Diesel,Automatic,2,2993,7,4690000
A4 2.0 TDI Sline,2012,89000,Diesel,Automatic,2,,,775000
A4 30 TFSI Technology Pack,2017,42000,Petrol,Automatic,1,1395,5,3000000
Redigo T(O) 1.0,2018,25000,Petrol,Manual,2,999,5,250000
X3 xDrive 20d Luxury Line [2018-2020],2021,39000,Diesel,Automatic,1,1995,5,6200000
Swift VDi,2014,86000,Diesel,Manual,1,1248,5,590000
Countryman Cooper D,2013,50300,Diesel,Automatic,2,1995,5,1300000
XUV500 W11 (O) AT,2018,43000,Diesel,Automatic,1,2179,7,1639999
XUV500 W8,2013,83555,Diesel,Manual,1,2179,7,740000
Bolero Power Plus ZLX,2019,27500,Diesel,Manual,1,1493,7,770000
Ecosport Titanium 1.5 TDCi,2013,75000,Diesel,Manual,1,1498,5,530000
X5 xDrive 30d M Sport,2015,87000,Diesel,Automatic,1,2993,5,2975000
Creta SX (O) 1.5 Diesel Automatic,2022,5800,Diesel,Automatic,1,1493,5,1989999
Fortuner 2.8 4x2 MT [2016-2020],2018,173000,Diesel,Manual,1,2755,7,3250000
Seltos GTX Plus AT 1.4 [2019-2020],2021,7000,Petrol,Automatic,1,1353,5,1975000
XUV500 W10 AWD,2015,121000,Diesel,Manual,1,2179,7,735000
Safari 2.2 EX 4x2,2013,96000,Diesel,Manual,1,2179,7,425000
Aord 2.4 iVtec AT,2008,57885,Petrol,Automatic,1,,,195000
Etios Liva G,2011,38091,Petrol,Manual,1,1197,5,315000
Eon Sportz,2013,34000,Petrol,Manual,1,814,5,275000
City SV Diesel,2018,75000,Diesel,Manual,1,1498,5,750000
Etios VXD,2014,82000,Diesel,Manual,1,1364,5,465000
Sonet GTX Plus 1.0 iMT [2020-2021],2021,20000,Petrol,Manual,1,998,5,1325000
Swift DZire VDI,2008,65000,Diesel,Manual,2,1248,5,175000
Range Rover Velar 2.0 S Petrol 250,2020,88000,Petrol,Automatic,1,1997,5,8900000
E-Class E200,2011,65000,Petrol,Automatic,2,1991,5,950000
Swift DZire VDI,2011,65000,Diesel,Manual,1,1248,5,275000
Wagon R LXi,2011,41000,Petrol,Manual,2,998,5,265000
Fortuner 3.0 MT,2010,127000,Diesel,Manual,3,2982,7,1000000
City V,2016,51834,Petrol,Manual,2,1497,5,730000
Compass Limited 1.4 Petrol AT [2017-2020],2018,28000,Petrol,Automatic,1,1368,5,1495000
B-class B180,2014,39000,Petrol,Automatic,2,1595,5,1150000
City SV CVT,2015,116592,Petrol,Automatic,1,1497,5,590000
C-Class C 220 CDI Avantgarde,2014,80000,Diesel,Automatic,1,2143,5,2450000
Sail Sedan 1.2 LS,2014,32000,Petrol,Manual,1,1199,5,299000
